Handle,Title,Vendor,Product Category,Type,Tags
basler-tee-nr-1-100g,Basler Tee,London Tea,,Tee lose,"Assam, Basler, Basler Geschenke, belebend, FR:Thé de Bâle, Galaxus, Morgens, P:3-4, revigorant, Schwarztee, Tee, Thé Noir, WAT:100, ZD:3-4"
basler-tee-nr-1-100g,,,,,
basler-tee-nr-1-100g,,,,,
basler-tee-nr-1-100g,,,,,
basler-tee-nr-1-100g,,,,,
basler-tee-nr-1-100g,,,,,
milky-ginseng-oolong-vitality-tea-nr-3207-50g,"Milky Ginseng Oolong ""Vitality"" Tea",London Tea,,Tee lose,"belebend, BIO, Bioinspecta, G:50g, Oolong, Oolong Tee, P:3-4, rarität, revigorant, Tee-Raritäten, Thé de jardin certifié, WAT:80-90, ZD:2-3"
milky-ginseng-oolong-vitality-tea-nr-3207-50g,,,,,
milky-ginseng-oolong-vitality-tea-nr-3207-50g,,,,,
kokaicha-tannennadeln-tee-n-4401-50g,"Kokaicha ""Tannennadeln Tee""",London Tea,,Tee lose,"belebend, FR: Kokaicha ""Thé d'aiguilles de sapin, G:50g, Grüntee, Grüntee aus Japan, Japan, Japon, Mittags, Nachmittags, P:5, rarität, revigorant, Thé vert, WAT:65-70, ZD:2-4"
kokaicha-tannennadeln-tee-n-4401-50g,,,,,
detox-tea-nr-172,Teatox,London Tea,Uncategorized,Tee lose,"detox, faible teneur en caféine, Für den ganzen Tag, Galaxus, GG: 60g, H: Schweiz, koffeinarm, P:4, WAT:100, ZD:5-10"
detox-tea-nr-172,,,,,
jasmine-silver-needle-yin-zhen-nr-3600,Jasmine Silver Needle Yin Zhen Bio,London Tea,,Tee lose,"beruhigend, Bioinspecta, calmant, China, Chine, G:50g, Grüntee, Jasmin aus China, P:3-4, rarität, Tee-Raritäten, Thé blanc, Thé vert, WAT:80, Weisser Tee, ZD:2-3"
jasmine-silver-needle-yin-zhen-nr-3600,,,,,
wolken-nebeltee-wu-lu-n-4212,Wolken & Nebeltee Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, China, Chine, FR: Thé Nuages et brouillard, G:50g, Grüntee, Grüntee aus China, P:2-3, rarität, RARITÄTEN - Grüntee China, revigorant, Tee-Raritäten, Thé de jardin certifié, Thé vert, WAT:85, ZD:2-3, Zertifizierte Sorten"
wolken-nebeltee-wu-lu-n-4212,,,,,
miyazaki-me-cha-bio-n-4400-50g,Miyazaki Me Cha Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, cold brew, G:50g, Grüntee, Japan, Japon, Mittags, Nachmittags, P:2-3, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:60-80, ZD:2-3"
miyazaki-me-cha-bio-n-4400-50g,,,,,
sumatra-chin-chin-oolong-highland-supreme-n-3405-50g,Sumatra Chin Chin Oolong,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, G:50g, Oolong, P:3, rarität, Tee-Raritäten, WAT:80, ZD:2-3"
sumatra-chin-chin-oolong-highland-supreme-n-3405-50g,,,,,
sumatra-chin-chin-oolong-highland-supreme-n-3405-50g,,,,,
kwai-flower-oolong-mit-osmanthusbluten-n-3215-50g,Kwai Flower Oolong,London Tea,,Tee lose,"beruhigend, calmant, China, Chine, G:50g, Oolong, P:7, rarität, Tee-Raritäten, WAT:90-100, ZD:3-4"
kwai-flower-oolong-mit-osmanthusbluten-n-3215-50g,,,,,
milk-oolong-tea-n-3210-50g,Milk Oolong Tea,London Tea,,Tee lose,"beruhigend, calmant, Chine, G:50g, H: China, Oolong, P:7, rarität, Tee-Raritäten, WAT:80-100, ZD:3-4"
milk-oolong-tea-n-3210-50g,,,,,
eistee-nr-170,Eistee Ice-Tea,London Tea,Uncategorized,Tee lose,"bestseller, Eistee, FR:ICE-TEA thé glacé, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Ice-Tea, Infusion aux fruits, P:4-5, Thé Noir, WAT:100, ZD:4-5"
eistee-nr-170,,,,,
eistee-nr-170,,,,,
white-mandarin-tea-nr-298,White Mandarin Tea,London Tea,Uncategorized,Tee lose,"Abends, beruhigend, calmant, G:50g, Galaxus, Nachmittags, P:3-4, Thé blanc, WAT:80, Weisser Tee, ZD:3-4"
white-mandarin-tea-nr-298,,,,,
silver-needle-yun-shan-yin-zhen-tanz-der-knospen-nr-3601-50g,Silver Needle Yun Shan Yin Zhen,London Tea,,Tee lose,"beruhigend, calmant, G:50g, Gelber Tee, P:1-2, rarität, Thé jaune, WAT:85, ZD:1"
silver-needle-yun-shan-yin-zhen-tanz-der-knospen-nr-3601-50g,,,,,
yunnan-golden-dragon-black-pearls-n-2403,Yunnan Golden Dragon Black Pearls Bio,London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, China, Chine, G:50g, P:4, rarität, revigorant, Schwarzer Tee, Schwarztee aus China / Taiwan, Tee-Raritäten, Thé Noir, WAT:100, ZD:3"
yunnan-golden-dragon-black-pearls-n-2403,,,,,
anti-aging-tea-aloe-vera-ginseng-nr-171-80g,Aloe Vera & Ginseng,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, FR:Aloe Vera et Gingseng, Galaxus, GG:80g, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:4, WAT:100, Wellness, ZD:4-5"
anti-aging-tea-aloe-vera-ginseng-nr-171-80g,,,,,
tai-ping-hou-kui-monkey-king-n-4201-25g,"Tai Ping Hou Kui ""Monkey King""",London Tea,,Tee lose,"belebend, China, Chine, G:25g, Grüntee, Grüntee aus China, P:1-2, rarität, revigorant, Tee-Raritäten, Thé vert, WAT:85, ZD:3-4"
tai-ping-hou-kui-monkey-king-n-4201-25g,,,,,
figur-night-nr-174,Figur Night,London Tea,Uncategorized,Tee lose,"beruhigend, bestseller, calmant, detox, Erkältung, faible teneur en caféine, Für den ganzen Tag, G:60g, Galaxus, GG: 60g, H: Schweiz, koffeinarm, lifestyle, P:4, WAT:100, ZD:4-5"
figur-night-nr-174,,,,,
figur-day-nr-173,Figur Day,London Tea,Uncategorized,Tee lose,"belebend, detox, Erkältung, G:60g, Galaxus, GG: 60g, H: Schweiz, lifestyle, Mittags, Morgens, P:4, revigorant, WAT:100, ZD:4-5"
figur-day-nr-173,,,,,
winter-energie-tee-n-169,Winter Energie Tee,London Tea,Uncategorized,Tee lose,"belebend, Energy Tea, FR: Thé énergétique d'hiver, Galaxus, GG: 60g, H: Schweiz, lifestyle, Mittags, Morgens, Nachmittags, Oolong, Oolong Tee, P:4, revigorant, Saisonaler Tee, Schwarztee, WAT:100, Winter - Weihnachten, ZD:5"
winter-energie-tee-n-169,,,,,
rappli-tee-nr-151,Räppli Tee,London Tea,Uncategorized,Tee lose,"Afrique du Sud, Basler, Basler Geschenke, faible teneur en caféine, Galaxus, H: Schweiz, koffeinarm, P:3-4, Rooibos, Südafrika, Tee, WAT:100, ZD:3-4"
rappli-tee-nr-151,,,,,
rappli-tee-nr-151,,,,,
rappli-tee-nr-151,,,,,
rappli-tee-nr-151,,,,,
first-flush-darjeeling-glenburn-moonshine-2019-n-2240-30g,"First Flush Darjeeling ""Moonshine"" 2023",London Tea,Uncategorized,Tee lose,"belebend, Darjeeling - Nepal, G:30g, P:3, revigorant, Schwarztee, Tee-Raritäten, Thé Noir, WAT:100, ZD:3"
first-flush-darjeeling-glenburn-moonshine-2019-n-2240-30g,,,,,
english-breakfast-tea-bio-nr-403,English Breakfast Tea Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, BIO, Bioinspecta, Galaxus, H: Indien, Pyramiden Teebeutel mit Hülle, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
english-breakfast-tea-bio-nr-403,,,,,
english-breakfast-tea-bio-nr-403,,,,,
english-breakfast-tea-bio-nr-403,,,,,
english-breakfast-tea-bio-nr-403,,,,,
green-and-mint-tea-bio-nr-414,Green and Mint Tea Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, BIO, Bioinspecta, China, Chine, Eistee, Galaxus, Grüntee, H: Deutschland, Pyramiden Teebeutel mit Hülle, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Thé vert, WAT:100, ZD:4-5"
green-and-mint-tea-bio-nr-414,,,,,
green-and-mint-tea-bio-nr-414,,,,,
green-and-mint-tea-bio-nr-414,,,,,
green-and-mint-tea-bio-nr-414,,,,,
holunderblute-elderflowers-bio-nr-473-15-pyramidenbeutel-ohne-hulle,Holunderblüte Elderflowers Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, Eistee, faible teneur en caféine, FR: Fleurs de sureau Fleurs de sureau, Früchte Tee, Früchtetee, Galaxus, H: Deutschland, Infusion aux fruits, koffeinarm, Pyramiden Teebeutel mit Hülle, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, WAT:100, Wellness, ZD:4-5"
holunderblute-elderflowers-bio-nr-473-15-pyramidenbeutel-ohne-hulle,,,,,
holunderblute-elderflowers-bio-nr-473-15-pyramidenbeutel-ohne-hulle,,,,,
relaxing-premium-tea-bio-nr-470,Relaxing Premium Tea Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, Eistee, faible teneur en caféine, Galaxus, H: Deutschland, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, WAT:100, Wellness, ZD:4-5"
relaxing-premium-tea-bio-nr-470,,,,,
relaxing-premium-tea-bio-nr-470,,,,,
relaxing-premium-tea-bio-nr-470,,,,,
relaxing-premium-tea-bio-nr-470,,,,,
mentha-nana-bio-nr-462,Nana-Minze Premium Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, bestseller, BIO, Bioinspecta, faible teneur en caféine, FR: NANA - PRIME À LA MENTHE, Galaxus, H: Marokko, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, WAT:100, ZD:4-5"
mentha-nana-bio-nr-462,,,,,
mentha-nana-bio-nr-462,,,,,
mentha-nana-bio-nr-462,,,,,
mentha-nana-bio-nr-462,,,,,
hagebutten-hibiskusblute-nr-461,Hagebutten Hibiskusblüten,London Tea,Uncategorized,Tee im Beutel,"beruhigend, calmant, faible teneur en caféine, FR: Églantine et Fleur d'hibiscus, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Deutschland, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, WAT:100, ZD:4-5"
hagebutten-hibiskusblute-nr-461,,,,,
hagebutten-hibiskusblute-nr-461,,,,,
verveine-eisenkraut-nr-460,Verveine Premium Bio,London Tea,Uncategorized,Tee im Beutel,"BIO, Bioinspecta, Galaxus, H: Paraguay, Infusion aux herbes, Kräuter Tee, Kräuter Tee lose, kräutertee, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, WAT:100, ZD:4-5"
verveine-eisenkraut-nr-460,,,,,
verveine-eisenkraut-nr-460,,,,,
verveine-eisenkraut-nr-460,,,,,
verveine-eisenkraut-nr-460,,,,,
rooibos-kalahari-lemongras-bio-nr-451,Rooibos Kalahari Lemongrass Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, Eistee, faible teneur en caféine, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Deutschland, ICE TEA Pyramidenbeutel, koffeinarm, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Rooibos, sachets-pyramides, Saisonaler Tee, STK:15stk, WAT:100, ZD:4-5"
rooibos-kalahari-lemongras-bio-nr-451,,,,,
rooibos-kalahari-lemongras-bio-nr-451,,,,,
rooibos-boubon-vanilla-bio-nr-450,Rooibos Bourbon-Vanilla Bio,London Tea,Uncategorized,Tee im Beutel,"Afrique du Sud, BIO, Bioinspecta, faible teneur en caféine, Galaxus, H: Deutschland, koffeinarm, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, Rooibos, sachets-pyramides, Südafrika, WAT:100, ZD:4-5"
rooibos-boubon-vanilla-bio-nr-450,,,,,
rooibos-boubon-vanilla-bio-nr-450,,,,,
rooibos-boubon-vanilla-bio-nr-450,,,,,
rooibos-boubon-vanilla-bio-nr-450,,,,,
strawberry-dream-nr-440,Strawberry Dream Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, Eistee, faible teneur en caféine, Früchte Tee, Früchtetee, Galaxus, H: Deutschland, koffeinarm, Pyramiden Tee Beutel, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, WAT:100, ZD:4-5"
strawberry-dream-nr-440,,,,,
strawberry-dream-nr-440,,,,,
strawberry-dream-nr-440,,,,,
strawberry-dream-nr-440,,,,,
high-mountain-milk-oolong-nr-430,High Mountain Milk Oolong,London Tea,Uncategorized,Tee im Beutel,"beruhigend, calmant, China, Chine, G: Inhalt 15 Pyramidenbeutel ohne Hülle, H: China, ohne Hülle, Oolong, Pyramiden Tee Beutel, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, STK:15stk, WAT:100, ZD:3-5"
high-mountain-milk-oolong-nr-430,,,,,
white-tea-pacific-sun-bio-nr-421-15,White Tea Pacific Sun Bio,London Tea,Uncategorized,Tee im Beutel,"beruhigend, BIO, Bioinspecta, calmant, Eistee, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Deutschland, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, sachets-pyramides, STK:15stk, Thé blanc, WAT:100, Weisser Tee, ZD:4-5, Zertifizierte Sorte"
white-tea-pacific-sun-bio-nr-421-15,,,,,
white-tea-pacific-sun-bio-nr-421-15,,,,,
special-japan-sencha-bio-nr-412,Special Japan Sencha Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, bestseller, BIO, Bioinspecta, cold brew, Eistee, Galaxus, Grüntee, H: Japan, Japan, Japon, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Thé vert, WAT:65-75, ZD:2-4"
special-japan-sencha-bio-nr-412,,,,,
special-japan-sencha-bio-nr-412,,,,,
special-japan-sencha-bio-nr-412,,,,,
special-japan-sencha-bio-nr-412,,,,,
jasmine-dragon-pearls-echte-teeperlen-nr-410-15-pyramidenbeutel-ohne-hulle,Jasmine Finest Yin Hao Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, BIO, Bioinspecta, China, Chine, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, Grüntee, H: China, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Thé vert, WAT:100, ZD:4-5"
jasmine-dragon-pearls-echte-teeperlen-nr-410-15-pyramidenbeutel-ohne-hulle,,,,,
jasmine-dragon-pearls-echte-teeperlen-nr-410-15-pyramidenbeutel-ohne-hulle,,,,,
chai-tea-supreme-masala-orientalischer-gewurztee-nr-405-15-pyramidenbeutel-ohne-hulle,"Chai ""Supreme Masala""",London Tea,Uncategorized,Tee im Beutel,"Ayurveda, belebend, Ceylon, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Deutschland, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Schwarztee, Thé Noir, WAT:100, ZD:4-7"
chai-tea-supreme-masala-orientalischer-gewurztee-nr-405-15-pyramidenbeutel-ohne-hulle,,,,,
chai-tea-supreme-masala-orientalischer-gewurztee-nr-405-15-pyramidenbeutel-ohne-hulle,,,,,
earl-grey-tea-bio-nr-404,Earl Grey Tea Bio,London Tea,Uncategorized,Tee im Beutel,"belebend, bestseller, BIO, Bioinspecta, Galaxus, H: Deutschland, Pyramiden Teebeutel mit Hülle, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
earl-grey-tea-bio-nr-404,,,,,
earl-grey-tea-bio-nr-404,,,,,
earl-grey-tea-bio-nr-404,,,,,
earl-grey-tea-bio-nr-404,,,,,
darjeeling-second-flush-bio-nr-402-15-pyramidenbeutel-ohne-hulle,Finest Darjeeling Second Flush Bio,London Tea,Uncategorized,Tee im Beutel,"4 o'clock tea time, belebend, BIO, Bioinspecta, Darjeeling - Nepal, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Indien, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Schwarztee, STK:15stk, Thé Noir, WAT:100, ZD:4-5"
darjeeling-second-flush-bio-nr-402-15-pyramidenbeutel-ohne-hulle,,,,,
darjeeling-second-flush-bio-nr-402-15-pyramidenbeutel-ohne-hulle,,,,,
tea-filters-nr-16283,Japanische Teefilter mit Faden und Etikette,London Tea,Uncategorized,Mehr,"FR: Filtres à thé, Tax 7.7, Tee-Siebe"
tea-filters-nr-16283,,,,,
tea-filters-nr-16283,,,,,
malty-assam-tea-ostfriesen-tee-nr-401-15-pyramidenbeutel-ohne-hulle,Malty Assam Tea Ostfriesen Tee,London Tea,,Tee im Beutel,"Assam, belebend, FR: Thé Assam malté Thé Frison oriental, G: Inhalt 15 Pyramidenbeutel ohne Hülle, Galaxus, H: Indien, Pyramiden Teebeutel ohne Hülle, pyramidenbeutel, revigorant, sachets-pyramides, Schwarztee, STK:15stk, Thé Noir, WAT:100, ZD:4-5"
malty-assam-tea-ostfriesen-tee-nr-401-15-pyramidenbeutel-ohne-hulle,,,,,
malty-assam-tea-ostfriesen-tee-nr-401-15-pyramidenbeutel-ohne-hulle,,,,,
johannisbeeren-fruchtetee-nr-94,Johannisbeer Tee,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, Eistee, faible teneur en caféine, FR: Thé aux groseilles, Früchte Tee, Früchtetee, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, Thé de base certifié, WAT:100, ZD:7-10, Zertifizierter Basistee"
johannisbeeren-fruchtetee-nr-94,,,,,
johannisbeeren-fruchtetee-nr-94,,,,,
ingwer-zitronengras-nr-175,Ingwer Zitronengras Eistee,London Tea,Uncategorized,Tee lose,"beruhigend, bestseller, calmant, Eistee, Erkältung, faible teneur en caféine, FR: Gingembre et citronnelle, Für den ganzen Tag, Galaxus, H: Schweiz, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4-5, schützend, WAT:100, Wellness, ZD:4"
ingwer-zitronengras-nr-175,,,,,
ingwer-zitronengras-nr-175,,,,,
tee-holzloffel-nr-600,Teelöffel aus Kokosnuss,London Tea,Uncategorized,Mehr,"Diverses Zubehör, FR: Cuillère à thé en bois, Tax 7.7"
tee-holzloffel-nr-600,,,,,
verschluss-klammer-fur-teepackungen-nr-21413,Verschluss Klammer für Teepackungen,London Tea,,Mehr,"Diverses Zubehör, Tax 7.7"
tropfenfanger-fur-teekannen-nr-46045,Tropfenfänger für Teekannen,London Tea,,Mehr,"Diverses Zubehör, Tax 7.7"
tropfenfanger-fur-teekannen-nr-46045,,,,,
tropfenfanger-fur-teekannen-nr-886,Tropfenfänger für Teekannen,London Tea,,Mehr,"Diverses Zubehör, Tax 7.7"
tropfenfanger-fur-teekannen-nr-886,,,,,
tropfenfanger-fur-teekannen-nr-886,,,,,
wasserthermometer-nr-875,Thermometer,London Tea,,Mehr,"diverses, FR: Thermomètre à eau, matcha, Matcha Schalen + Zubehör, Matcha Zubehör, Tax 7.7"
wasserthermometer-nr-875,,,,,
wasserthermometer-nr-875,,,,,
tee-filter-edelstahl-doppelhenkel-nr-130006,Tee Filter Edelstahl Doppelhenkel 5.9cm,London Tea,Uncategorized,Mehr,"FR: Filtre à thé en acier inoxydable à double poignée 5.9cm, Tax 7.7, Tee-Siebe"
tee-filter-edelstahl-doppelhenkel-nr-130006,,,,,
guss-tee-cup-nr-33020,Gusseisen Tee Cup IWACHU,London Tea,,Mehr,"diverses, Fonte, gusseisen, tassen, Tax 7.7"
guss-tee-cup-nr-33020,,,,,
gusseisen-warmer-iwachu-nr-11846,Gusseisen Wärmer IWACHU 10cm,London Tea,,Mehr,"diverses, Fonte, FR: Chauffe-eau en fonte IWACHU, Guss Wärmer + Untersätze, Gusseisen, Gusseisen Geschirr, kannen, Tax 7.7"
gusseisen-warmer-iwachu-nr-11846,,,,,
gusseisen-warmer-iwachu-nr-11846,,,,,
gusseisen-warmer-iwachu-nr-11846,,,,,
dose-schwarz-matt-nr-77044,Dose Thé schwarz matt 100g,London Tea,,Mehr,"Dosen, FR:Box Thé, Tax 7.7, Weissblechdosen farbig"
silberdose-mit-goldknopf-nr-74122,Silberdose mit Goldknopf 100g,London Tea,,Mehr,"Dosen, FR: Boîte en argent avec bouton en or, Tax 7.7, Weissblechdosen uni"
silberdose-mit-goldknopf-nr-74122,,,,,
uni-silber-200g-nr-525,Uni silber 200g,London Tea,,Mehr,"Dosen, Tax 7.7, Weissblechdosen uni"
uni-silber-200g-nr-525,,,,,
uni-silber-100g-nr-520,Uni silber 100g,London Tea,,Mehr,"Dosen, Tax 7.7, Weissblechdosen uni"
uni-silber-100g-nr-520,,,,,
edeldose-mit-papierbezug-nr-16383,Edeldose mit Papierbezug 100g,London Tea,,Mehr,"Dosen, Edeldosen Japan, FR:Box Thé, Japon, Tax 7.7"
edeldose-mit-papierbezug-nr-14380,Edeldose mit Papierbezug 100g,London Tea,,Mehr,"Dosen, Edeldosen Japan, FR:Box Thé, Japon, Tax 7.7"
lackdose-original-japanisch-nr-10751-150-200g,Lackdose Original Japanisch 200g,London Tea,,Mehr,"Dosen, FR: Bidon de laque Original japonais, Japon, Lackdosen Japan, Tax 7.7"
lackdose-original-japanisch-nr-10751-150-200g,,,,,
chai-feel-well-nr-194,Chai Feel Well,London Tea,Uncategorized,Tee lose,"Ayurveda, beruhigend, calmant, faible teneur en caféine, G:50g, Galaxus, H: Schweiz, koffeinarm, Mittags, Nachmittags, P:3-4, WAT:100, ZD:3-4"
chai-feel-well-nr-194,,,,,
green-and-mint-tea-marokkanische-mischung-nr-39,Green and Mint Ice Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Eistee, Für den ganzen Tag, Galaxus, Grüntee, H: Schweiz, Mit Aroma, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
green-and-mint-tea-marokkanische-mischung-nr-39,,,,,
green-and-mint-tea-marokkanische-mischung-nr-39,,,,,
green-and-mint-tea-marokkanische-mischung-nr-39,,,,,
mandarin-tea-nr-3,Mandarin Tea,London Tea,Uncategorized,Tee lose,"belebend, bestseller, Galaxus, H: Schweiz, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
mandarin-tea-nr-3,,,,,
mandarin-tea-nr-3,,,,,
mandarin-tea-nr-3,,,,,
mandarin-green-tea-teebeutel-nr-337,Mandarin Green,London Tea,Uncategorized,Tee im Beutel,"belebend, bestseller, China, Chine, Galaxus, Grüntee, H: Schweiz, revigorant, Tassenportion, teebeutel, Thé vert, WAT:100, ZD:3-4"
mandarin-green-tea-teebeutel-nr-337,,,,,
rock-mountain-oolong-nr-3204-50g,Rock Mountain Oolong,London Tea,,Tee lose,"beruhigend, BIO, Bioinspecta, calmant, G:50g, Mittags, Morgens, Nachmittags, Oolong, P:6-7, rarität, Tee-Raritäten, Thé de jardin certifié, WAT:85, ZD:4-6"
rock-mountain-oolong-nr-3204-50g,,,,,
rock-mountain-oolong-nr-3204-50g,,,,,
porzellan-tee-tasse-nr-115002,Porzellantasse 0.1 Liter,London Tea,,Mehr,"-0.5L, FR: Tasse à thé en porcelaine 0, Porcelaine-faïence, Porzellan - Steingut, Tassen, Tax 7.7"
lackdose-original-japanisch-nr-13071-80-100g,Lackdose Original Japanisch 100g,London Tea,,Mehr,"Dosen, FR: Bidon de laque Original japonais, Japon, Lackdosen Japan, Tax 7.7"
lackdose-original-japanisch-nr-13071-80-100g,,,,,
lackdose-original-japanisch-nr-13070-80-100g,Lackdose Original Japanisch 100g,London Tea,,Mehr,"Dosen, FR: Bidon de laque Original japonais, Japon, Lackdosen Japan, Tax 7.7"
lackdose-original-japanisch-nr-13070-80-100g,,,,,
lackdose-original-japanisch-nr-10740-80-100g,Lackdose Original Japanisch 100g,London Tea,,Mehr,"Dosen, FR: Bidon de laque Original japonais, Japon, Lackdosen Japan, Tax 7.7"
lackdose-original-japanisch-nr-10740-80-100g,,,,,
lackdose-original-japanisch-nr-10749-150-200g,Lackdose Original Japanisch 200g,London Tea,,Mehr,"Dosen, FR: Bidon de laque Original japonais, Japon, Lackdosen Japan, Tax 7.7"
lackdose-original-japanisch-nr-10749-150-200g,,,,,
porzellan-teekanne-nr-120020,Porzellan Teekanne,London Tea,Uncategorized,Mehr,"-0.5L, 0.51L-1L, 1.01L-1.5L, FR: Théière en porcelaine, Kannen, Porcelaine-faïence, Porzellan - Steingut"
porzellan-teekanne-nr-120020,,,,,
porzellan-teekanne-nr-120020,,,,,
calebasse-nr-871,Kalebasse,London Tea,,Mehr,"diverses, mate, Tax 7.7"
glucks-tee-nr-92,Glücks Tee,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Le thé de la chance, Galaxus, GG: 80g, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:4-5, Thé de base certifié, WAT:100, ZD:6-8, Zertifizierter Basistee"
glucks-tee-nr-92,,,,,
fasnacht-tee-in-edelbox-n-51,Fasnachts Tee,London Tea,Uncategorized,Tee lose,"Basler, Basler Geschenke, FR:Thé du Carnaval, Früchte Tee, Grüntee, H: Schweiz, Infusion aux herbes, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4-5, Tee, WAT:100, ZD:5-6"
